AccessionClean,Cerebellum,Midbrain,Thalamus,Lateral_habenula,Hippocampus,Dentate_gyrus,Basic_cell_groups_and_regions_grey,Lateral_septal_nucleus,Caudoputamen,Neocortex,Protein_names,Gene_Names,Tissue_specificity
Q8BTV1,0.256983545,0.419612501,0.185222963,-0.100139004,-0.041253143,0.40437229,0.404510535,0.105306477,0.47272219,0.374048452,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3 (Oligosaccharyl transferase subunit TUSC3) (Magnesium uptake/transporter TUSC3) (Protein N33) (Tumor suppressor candidate 3),Tusc3 N33,
Q8BTV2,-0.074174512,-0.330615351,-0.249523755,-0.511731261,-0.408522474,-0.017916315,-0.277796938,-0.343232346,-0.208719241,-0.256084804,Cleavage and polyadenylation specificity factor subunit 7,Cpsf7,
Q8BTW3,-1.494248238,-1.494188825,-1.81129993,-0.261579126,-1.662157232,-1.483179553,-1.776987013,-0.755175656,-2.217517783,-1.447981574,Exosome complex component MTR3 (Exosome component 6) (mRNA transport regulator 3 homolog),Exosc6 Mtr3,
Q8BTW9,-3.619405437,-4.116788516,-3.613420674,NA,-4.912732938,NA,-3.851383198,NA,-4.134657465,-5.752732641,Serine/threonine-protein kinase PAK 4 (EC 2.7.11.1) (p21-activated kinase 4) (PAK-4),Pak4 Kiaa1142,
Q8BTX9,0.670712204,0.71058766,0.372441824,0.895382294,0.657543213,0.721629898,0.186152725,0.586891067,0.759580034,0.689976925,Inactive hydroxysteroid dehydrogenase-like protein 1,Hsdl1,
Q8BTY2,-0.024781951,0.229802369,0.044006027,0.48159815,0.022610178,0.303359123,0.563158585,0.458178891,-0.197789108,0.043713227,Sodium bicarbonate cotransporter 3 (Solute carrier family 4 member 7),Slc4a7 Nbc3,"TISSUE SPECIFICITY: Expressed in the spiral ligament throughout the cochlea and in photoreceptors of the outer plexiform layer of the retina (at protein level). {ECO:0000269|PubMed:12808454, ECO:0000269|PubMed:16301216}."
Q8BTY8,0.06662119,0.064743487,0.306945902,-0.007226607,0.029384084,-0.232259605,0.193766162,0.08192485,0.195304244,0.030685766,Sec1 family domain-containing protein 2 (Neuronal Sec1) (Syntaxin-binding protein 1-like 1),Scfd2 Stxbp1l1,
Q8BTZ4,-1.05929706,-0.268922818,-1.115792746,-0.151516168,-0.814528998,-0.655398034,1.143414404,-0.523689585,-0.767622957,-0.301968724,Anaphase-promoting complex subunit 5 (APC5) (Cyclosome subunit 5),Anapc5 MNCb-2778,
Q8BTZ5,-0.332252792,-0.242825307,0.066441264,0.137948184,0.423369239,0.16233865,-0.503576138,0.240505488,-0.105901762,-0.089244395,Ankyrin repeat domain-containing protein 46 (Ankyrin repeat small protein) (ANK-S),Ankrd46,
Q8BTZ7,-0.472680898,-0.344307303,-1.044385252,-0.069227197,-0.909574712,0.024829847,-0.829926695,-1.024649987,-0.662428354,-0.559879411,Mannose-1-phosphate guanylyltransferase catalytic subunit beta (EC 2.7.7.13) (GDP-mannose pyrophosphorylase B) (GTP-mannose-1-phosphate guanylyltransferase beta),Gmppb,
Q8BU03,0.835407852,0.389717049,-0.159115513,-0.532307193,0.244554298,0.542237647,-1.018481183,0.314031003,-1.004542581,0.358671447,Periodic tryptophan protein 2 homolog,Pwp2 Pwp2h,
Q8BU14,0.716064097,0.918917581,0.419982067,0.483953418,0.290633735,-0.021836091,0.872934923,0.387018179,0.606247495,0.290133576,Translocation protein SEC62 (Translocation protein 1) (TP-1),Sec62 Tloc1,
Q8BU30,-0.010202454,-0.081477659,0.047828487,-0.125890078,0.119084139,-0.092445342,0.216610617,-0.415780174,-0.072022398,0.07504008,"Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)",Iars1 Iars,
Q8BU31,-0.348802577,0.001813497,0.036442821,0.01425427,-0.267124735,-0.052992887,0.425079827,-0.044299575,0.037625788,0.073564039,Ras-related protein Rap-2c (EC 3.6.5.2),Rap2c,
Q8BU33,0.065915297,0.262650546,0.203500115,0.496967804,-0.04909546,-0.22126454,0.323206834,-0.092363281,0.104286389,0.165065352,2-hydroxyacyl-CoA lyase 2 (EC 4.1.2.-) (Acetolactate synthase-like protein) (IlvB-like protein),Hacl2 Ilvbl,
Q8BU88,0.633216668,0.503284628,0.633783454,0.584173544,0.220348411,0.452282462,0.309646996,0.452063943,0.619039393,0.728068796,"Large ribosomal subunit protein uL22m (39S ribosomal protein L22, mitochondrial) (L22mt) (MRP-L22)",Mrpl22,
Q8BUB4,-3.329992545,-4.120475309,-3.722666257,NA,-4.053583083,NA,NA,NA,-4.459704606,-3.383667847,WD repeat and FYVE domain-containing protein 2 (Propeller-FYVE protein) (Prof) (WD40- and FYVE domain-containing protein 2),Wdfy2,TISSUE SPECIFICITY: Highly expressed in the brain (at protein level). {ECO:0000269|PubMed:16792529}.
Q8BUB6,-1.49858612,-2.010101956,-1.895420377,NA,-1.086601512,-1.72412997,NA,NA,-1.669193602,-1.350955011,Uronyl 2-sulfotransferase (EC 2.8.2.-),Ust,
Q8BUE4,0.687704051,1.028769389,0.714464561,0.889917489,0.800179315,1.025720735,0.477835078,-0.109355724,0.976427913,0.799566775,Ferroptosis suppressor protein 1 (FSP1) (EC 1.6.5.-) (Apoptosis-inducing factor homologous mitochondrion-associated inducer of death) (AMID) (p53-responsive gene 3 protein),Aifm2 Amid,"TISSUE SPECIFICITY: Detected in most normal tissues as two transcripts of 1.8 and 4.0 kb in length, respectively. Highly expressed in liver, testis, and kidney, and expressed at lower levels in pancreas, spleen, brain and lung (PubMed:16186796). Expressed in heart (at protein level) (PubMed:26689472). {ECO:0000269|PubMed:16186796, ECO:0000269|PubMed:26689472}."
Q8BUH7,-3.159740918,-3.479268619,NA,NA,NA,NA,NA,NA,-3.934661211,-4.59047466,E3 ubiquitin-protein ligase RNF26 (EC 2.3.2.27) (RING finger protein 26),Rnf26,
Q8BUH8,0.392842926,0.384264977,0.558099035,-0.303047325,0.514428052,0.55750239,0.236226255,-0.181391769,0.362300066,-0.027396535,Sentrin-specific protease 7 (EC 3.4.22.-) (SUMO-1-specific protease 2) (Sentrin/SUMO-specific protease SENP7),Senp7 Kiaa1707 Susp2,
Q8BUJ9,-1.589704555,-1.407059031,-2.073177434,-2.343107919,-3.068413311,NA,-1.826199543,-1.640440348,-1.876332942,-3.084926141,Low-density lipoprotein receptor-related protein 12 (LRP-12),Lrp12,
Q8BUK6,0.155604755,-0.202279461,0.108628605,0.042316022,0.094864716,0.099052558,0.391505078,0.134922638,-0.072351886,-0.006030451,Protein Hook homolog 3 (mHK3),Hook3,"TISSUE SPECIFICITY: Expressed in brain, cerebellum, heart, intestine, kidney, liver, lung, skeletal muscle, spleen and stomach (at protein level). {ECO:0000269|PubMed:11238449, ECO:0000269|PubMed:17140400}."
Q8BUL5,-1.223409964,-1.262750765,-1.543134564,-1.565268885,-1.941431143,-1.02187916,-1.024727628,-1.141444725,-1.230891076,-0.891932381,Kelch-like protein 7,Klhl7,
Q8BUL6,-0.684811847,-0.360853493,-0.338544038,-0.615055223,-0.174285112,-0.518527791,-0.130677929,-0.753277942,-0.147458733,-0.298400409,Pleckstrin homology domain-containing family A member 1 (PH domain-containing family A member 1) (Tandem PH domain-containing protein 1) (TAPP-1),Plekha1 Tapp1,
Q8BUM6,-2.06249161,-1.75809558,-2.234485811,-2.31915379,-2.085767955,-2.219234197,-2.45931884,-1.234827497,-1.913339194,-2.145993688,Protein FAM163B,Fam163b,
Q8BUM9,-1.635726686,-1.648907692,NA,-1.361290126,-2.04548348,-1.642832275,-0.7098584,NA,-1.618537748,-1.577957403,Ubiquitin carboxyl-terminal hydrolase 43 (EC 3.4.19.12) (Deubiquitinating enzyme 43) (Ubiquitin thioesterase 43) (Ubiquitin-specific-processing protease 43),Usp43,
Q8BUN5,-0.340267791,-0.585924482,-1.079180446,-0.185168506,-0.946495531,-1.080888297,-0.640014166,-1.383467036,-0.693667863,-0.468298388,SMAD family member 3 (SMAD 3) (Mothers against decapentaplegic homolog 3) (MAD homolog 3) (Mad3) (Mothers against DPP homolog 3) (mMad3),Smad3 Madh3,"TISSUE SPECIFICITY: Highly expressed in the brain and ovary. Detected in the pyramidal cells of the hippocampus, granule cells of the dentate gyrus, granular cells of the cerebral cortex and the granulosa cells of the ovary. {ECO:0000269|PubMed:10331191}."
Q8BUN9,0.830111639,1.340230946,1.423840316,0.760320283,1.268081533,1.169928211,1.491095138,1.564117598,1.53561592,1.550352309,Sodium/potassium/calcium exchanger 2 (Na(+)/K(+)/Ca(2+)-exchange protein 2) (Retinal cone Na-Ca+K exchanger) (Solute carrier family 24 member 2),Slc24a2,
Q8BUR4,-0.304503725,-0.231454894,-0.305438804,-0.479479633,-0.459052809,-0.152403503,-0.487536283,-0.596410417,-0.312785953,-0.203593553,Dedicator of cytokinesis protein 1 (180 kDa protein downstream of CRK) (DOCK180),Dock1,
Q8BUR9,-0.114065271,-0.287660945,-0.352884901,0.184239022,-0.527461341,-1.022663568,-0.88281658,-1.854052872,-0.275855671,-0.058767898,Mitotic-spindle organizing protein 1 (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 1),Mzt1 Mozart1,
Q8BUV3,-0.095654981,0.376637616,0.10253361,0.004092895,0.16274711,-0.150200394,0.037194713,0.11289095,-0.038158921,0.125096722,Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E) (Mo insertase)],Gphn,
Q8BUV6,-1.230259674,-1.645588449,-1.601665913,-1.247998222,-1.613932848,-1.392065323,-2.131269233,-1.423103083,-1.456931634,-0.827821133,U7 snRNA-associated Sm-like protein LSm11,Lsm11,
Q8BUV8,1.257465061,1.247255562,1.324657141,0.96721149,1.431706704,1.190361443,0.509862195,1.215049982,1.323952642,1.294669349,Protein GPR107,Gpr107 Kiaa1624,
Q8BUY5,-0.588291786,-0.393626547,-0.566291707,1.592649507,-0.546702497,1.432643233,-0.115455083,-0.157433927,-1.07025702,-0.95464482,"Complex I assembly factor TIMMDC1, mitochondrial (Translocase of inner mitochondrial membrane domain-containing protein 1) (TIMM domain containing-protein 1)",Timmdc1,
Q8BUY8,-0.901321732,-0.311236157,-0.173045391,-0.343365056,-0.955958331,-0.934667815,-0.698323794,-0.846054547,-0.42349157,-0.420510872,G-protein coupled receptor-associated sorting protein 2 (GASP-2),Gprasp2,"TISSUE SPECIFICITY: Strongly expressed in the brain and the cochlea. Also in lung and muscle tissues. Localized in multiple structures of the cochlea, detected in the spiral ganglion, stria vascularis, spiral ligament, inner and outer hair cells. {ECO:0000269|PubMed:28096187}."
Q8BV13,0.369043542,0.71668833,0.486519742,0.13070424,0.600071867,-0.060104464,-0.441031765,-1.187154348,0.3550826,0.309145033,COP9 signalosome complex subunit 7b (SGN7b) (Signalosome subunit 7b) (JAB1-containing signalosome subunit 7b),Cops7b Csn7b,
Q8BVA4,2.60855719,3.40784828,3.258661555,2.489070761,2.900553892,2.687352865,2.069308252,2.736114397,2.825472104,2.913323397,Leiomodin-1,Lmod1,"TISSUE SPECIFICITY: Detected in aorta, urinary bladder and uterus (at protein level). Detected in smooth muscle cells. Detected in aorta, bladder, colon, intestine, stomach and uterus. {ECO:0000269|PubMed:22157009}."
Q8BVA5,0.067481793,0.064545903,0.397247183,-0.075215497,0.367909207,-0.077801395,0.011412339,0.092723439,-0.347008061,0.140309826,Lipid droplet-associated hydrolase (EC 3.1.1.13) (Lipid droplet-associated serine hydrolase) (mLDAH),Ldah,"TISSUE SPECIFICITY: Expressed in liver, adrenal gland, prostate, spleen, kidney, brown and white adipose tissue, testis and to a lesser extent in brain (at protein level) (PubMed:24357060, PubMed:27836991). Expressed in peritoneal macrophages and bone marrow-derived macrophages (at protein level) (PubMed:24357060, PubMed:27836991). Highly expressed in macrophage and foam cell-rich areas in atherosclerotic lesions (at protein level) (PubMed:24357060). mRNA, but no protein, expressed in heart and muscle (PubMed:24357060, PubMed:27836991). {ECO:0000269|PubMed:24357060, ECO:0000269|PubMed:27836991}."
Q8BVD5,-0.513402091,-0.644459392,-0.675313005,-0.119337885,-0.603608062,-0.726242133,-0.496920619,-0.646512875,-0.448095228,-0.709635645,MAGUK p55 subfamily member 7,Mpp7,
Q8BVE3,0.105452702,-0.165028324,0.050173002,-0.360324043,-0.130662372,-0.139713743,-0.067103721,0.255612411,-0.146033137,0.160548697,V-type proton ATPase subunit H (V-ATPase subunit H) (Vacuolar proton pump subunit H),Atp6v1h,
Q8BVE8,0.905091512,0.630617693,0.954861805,0.930273082,0.21570705,0.015303865,0.574741062,0.270926004,0.301072911,0.339738954,Histone-lysine N-methyltransferase NSD2 (EC 2.1.1.357) (Multiple myeloma SET domain-containing protein) (MMSET) (Nuclear SET domain-containing protein 2) (Wolf-Hirschhorn syndrome candidate 1 protein homolog),Nsd2 Kiaa1090 Whsc1,"TISSUE SPECIFICITY: During B-cell development, expressed in early B2 cell progenitors (pre- and pro-B cells) with a decrease in expression at later stages. {ECO:0000269|PubMed:32862441}."
Q8BVF7,-1.160136607,-0.577772751,-0.965256963,-1.017185042,-1.472247227,-1.284231287,-1.245758505,-0.687346193,-1.018909086,-1.016567325,Gamma-secretase subunit APH-1A (APH-1a) (Aph-1alpha),Aph1a,
Q8BVG4,-0.24055731,-0.585723403,-0.65532701,-0.006700989,0.363299464,0.113723071,-0.547770089,-0.632430987,-0.206532701,-0.083180435,Dipeptidyl peptidase 9 (DP9) (EC 3.4.14.5) (Dipeptidyl peptidase IX) (DPP IX) (Dipeptidyl peptidase-like protein 9) (DPLP9),Dpp9,"TISSUE SPECIFICITY: Detected in kidney, skin, brain, thymus and liver (at protein level). {ECO:0000269|PubMed:24223149, ECO:0000269|PubMed:28887018}."
Q8BVG8,0.145109328,0.305046331,0.448268969,-0.016702881,-0.165075853,-0.070383349,-0.307968807,-0.022367568,0.488854916,0.148420085,Probable N-acetyltransferase 14 (EC 2.3.1.-),Nat14,
Q8BVI4,-0.710295439,-0.522128486,-0.51139848,-0.663607895,-0.775548139,-0.503806944,-0.543125565,-0.605428156,-0.364824812,-0.388989929,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase),Qdpr Dhpr,
Q8BVI5,-0.775514241,-1.063757405,-0.37186871,0.132839818,-0.611503087,-0.815497882,-0.584439289,-0.656763535,-1.256331823,-0.819909244,Syntaxin-16,Stx16,
Q8BVL3,-1.572038423,-1.715069578,-1.930819996,-2.151534167,-1.26302493,-1.026254242,-1.799134614,-2.163345329,-1.888438986,-1.495112523,Sorting nexin-17,Snx17,"TISSUE SPECIFICITY: Detected in brain neurons (at protein level). Broadly expressed, with highest levels in brain and placenta, and lowest levels in colon, intestine and liver. {ECO:0000269|PubMed:12169628, ECO:0000269|PubMed:18276590}."
Q8BVL9,-0.297216251,-0.204837379,-0.189384858,-0.132912606,-0.345581624,0.04525558,0.144169772,-0.614276689,0.032552721,-0.4318656,Janus kinase and microtubule-interacting protein 1 (GABA-B receptor-binding protein) (Multiple alpha-helices and RNA-linker protein 1) (Marlin-1),Jakmip1 Gababrbp Marlin1,
Q8BVN4,-0.334075641,-0.061521022,-0.346140856,-0.168885576,-1.392710379,-1.18839533,-0.802003186,-0.793909247,-0.548274122,-0.592528884,"Transcription termination factor 4, mitochondrial (Mitochondrial transcription termination factor 4) (mTERF domain-containing protein 2)",Mterf4 Mterfd2 HSPC096,"TISSUE SPECIFICITY: Widely expressed, with highest levels in liver, followed by testis, kidney and brain. {ECO:0000269|PubMed:21531335}."
Q8BVP5,0.880769451,0.9158378,0.826419769,0.458990948,0.947790439,0.646752162,0.783864805,0.311467904,0.798774656,1.09690833,Casein kinase I isoform gamma-2 (CKI-gamma 2) (EC 2.7.11.1),Csnk1g2 Ck1g2,TISSUE SPECIFICITY: Expressed in both the striatum and the neocortex. {ECO:0000269|PubMed:16014721}.
Q8BVQ5,-0.301723588,-0.294585121,-0.254271319,-0.632259562,-0.096778044,-0.686372822,-0.474718375,-0.725217041,-0.756189422,-0.241399352,Protein phosphatase methylesterase 1 (PME-1) (EC 3.1.1.89),Ppme1 Pme1,TISSUE SPECIFICITY: Ubiquitous. Highly expressed in testis and brain. {ECO:0000269|PubMed:10318862}.
Q8BVR6,0.410580848,0.60248165,0.844311611,0.286888017,0.690550924,0.293246491,-0.143445289,0.345651503,0.525881463,0.243813725,RING finger and SPRY domain-containing protein 1,Rspry1 Kiaa1972,"TISSUE SPECIFICITY: Expressed in embryonic bone during primary endochondral ossification. Strong localization is observed in the perichondrium and periostium (at protein level). Also expressed in embryonic and postnatal brain and craniofacial tissues. Expressed in skeletal muscles (PubMed:26497270). {ECO:0000269|PubMed:26365341, ECO:0000269|PubMed:26497270}."
Q8BVU0,-0.846104107,-0.96137638,-0.652686795,-0.355735946,-0.980529187,-1.032296349,0.087517098,-0.255880272,-1.116961725,-1.318268831,DISP complex protein LRCH3 (Leucine-rich repeat and calponin homology domain-containing protein 3),Lrch3,
Q8BVU5,0.747831495,1.069346945,1.580229695,0.443971162,1.442787712,1.661224632,1.337862993,0.011819761,1.27472126,1.177854974,ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase) (Nucleoside diphosphate-linked moiety X motif 9) (Nudix motif 9),Nudt9,
Q8BVY0,-0.462943374,-0.271268483,-0.406832984,-0.507615296,-0.647157666,-0.700225335,-0.118245981,-0.592249255,-0.112393495,-0.204635743,Ribosomal L1 domain-containing protein 1,Rsl1d1,
Q8BVZ5,-0.459568058,-0.359556674,-0.591581215,-1.409569225,-0.150877651,-0.458305964,-0.216811491,-0.232501745,0.171223927,-0.247230926,Interleukin-33 (IL-33) [Cleaved into: Interleukin-33(102-266); Interleukin-33(109-266)],Il33,
Q8BW10,-1.153279416,-0.874148834,-1.34690312,-0.855997709,-0.816150453,-1.296631545,-1.483013018,0.747001469,-1.506887384,-1.027296193,RNA-binding protein NOB1 (EC 3.1.-.-),Nob1,
Q8BW22,0.796911797,0.494771759,0.504179787,0.261488761,0.482668343,-0.025699906,0.518083932,0.08610902,0.828482763,1.048097248,Calcium-responsive transactivator (SS18-like protein 1),Ss18l1 Crest Kiaa0693,
Q8BW41,0.075042531,0.318495199,0.285658918,0.084493837,0.154119494,0.306779354,0.238848637,0.265084242,-0.079888282,0.108275706,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 (POMGnT2) (EC 2.4.1.312) (Extracellular O-linked N-acetylglucosamine transferase-like) (Glycosyltransferase-like domain-containing protein 2)",Pomgnt2 Ago61 Eogtl Gtdc2,TISSUE SPECIFICITY: Mainly expressed in the central nervous system. {ECO:0000269|PubMed:24256719}.
Q8BW75,0.559982882,0.127235901,0.47337732,0.41606155,0.196921083,0.208160308,0.558628093,0.443076625,0.200360695,0.262226589,Amine oxidase [flavin-containing] B (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B),Maob,
Q8BW86,-0.091946934,-0.161318534,0.065655667,-0.08249392,-0.002906099,0.101217094,0.311372443,-0.094132757,-0.077285172,-0.397276935,Rho guanine nucleotide exchange factor 33,Arhgef33 Gm941,
Q8BW94,0.716668311,0.437891828,NA,NA,0.016770747,-0.017664257,NA,-0.381750161,0.721597547,1.009459881,Dynein axonemal heavy chain 3 (Axonemal beta dynein heavy chain 3) (Ciliary dynein heavy chain 3),Dnah3 Dnahc3,TISSUE SPECIFICITY: Expressed in the testis. {ECO:0000269|PubMed:39503742}.
Q8BW96,-0.153945929,0.035279197,-0.709559564,-0.310662921,-0.007612956,0.403147081,-0.16385426,-0.264233161,-0.196572204,-0.098303285,Calcium/calmodulin-dependent protein kinase type 1D (EC 2.7.11.17) (CaM kinase I delta) (CaM-KI delta) (CaMKI delta) (CaM kinase ID) (CaMKI-like protein kinase) (CKLiK) (mCKLiK),Camk1d,TISSUE SPECIFICITY: Expressed ubiquitously with high levels in brain and low levels in kidney. Isoform 2 is highly expressed in brain compared to other tissues. In hematopoietic cell lines predominant expression was detected in T and EC cells. {ECO:0000269|PubMed:14980499}.
Q8BWB6,-0.415307431,-0.481356914,-1.264490257,0.14365527,-0.397550697,-0.040154146,-0.198822096,-0.282894631,-0.053067428,-0.260836384,Metalloreductase STEAP2 (EC 1.16.1.-) (Six-transmembrane epithelial antigen of prostate 2),Steap2,
Q8BWF0,1.104607746,1.532636206,1.956409154,1.275860817,1.232887059,0.801670114,0.827655751,0.956365998,1.617635063,1.417835225,"Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)",Aldh5a1,
Q8BWG8,-0.018524684,-0.895939808,-0.32611932,-0.54250555,-0.575278305,-1.061428514,-0.585168858,-0.355187973,-0.256231743,-0.261464557,Beta-arrestin-1 (Arrestin beta-1),Arrb1,
Q8BWG9,-0.721149569,-0.794312944,-1.209686252,-0.903101665,-1.17847536,-0.604831518,-0.459552925,-1.064482201,-0.790392862,-0.88946278,Calcium release-activated calcium channel protein 1 (Protein orai-1) (Transmembrane protein 142A),Orai1 Cracm1 Tmem142a,TISSUE SPECIFICITY: Expressed in lactating mammary epithelium (at protein level). {ECO:0000269|PubMed:23840669}.
Q8BWH0,-1.399362108,-1.691318791,-3.090809248,NA,-2.702261178,-1.728072114,-1.890863682,-3.335293217,-2.798098545,-2.334504421,Sodium-coupled neutral amino acid transporter 7 (Solute carrier family 38 member 7),Slc38a7 Snat7,"TISSUE SPECIFICITY: Highly expressed in the brain, including the hippocampus, especially in the granular layer of dentate gyrus cells and the pyramidal cell layer of the hippocampus, amygdala, thalamus, hypothalamus, in the layer of Purkinje cells in the cerebellum and the layers of cortex (PubMed:21511949). Particularly strong expression in neurons of the ventromedial hypothalamus, basolateral amygdala, ventral tegmental area, and locus coeruleus (PubMed:21511949). Not detected in glial cells, including astrocytes (PubMed:21511949). In addition to brain, also expressed in the spinal cord (at protein level) (PubMed:21511949). {ECO:0000269|PubMed:21511949}."
Q8BWJ3,-1.062724266,-1.403306922,-1.35337998,-0.726033505,-1.551649599,-1.675609722,-2.142654218,-1.691860065,-1.619181929,-1.428522413,"Phosphorylase b kinase regulatory subunit alpha, liver isoform (Phosphorylase kinase alpha L subunit)",Phka2,
Q8BWJ4,0.538579239,0.625598563,0.337586146,0.555904239,0.189866394,0.140005804,0.400090676,-0.57132849,0.355759231,0.315544858,Low-density lipoprotein receptor class A domain-containing protein 4,Ldlrad4 D18Ertd653e,TISSUE SPECIFICITY: Detected in all tissues tested. {ECO:0000269|PubMed:24627487}.
Q8BWM0,-0.368878057,-0.691163601,-0.739201153,-0.308355434,-0.570109363,-0.48735645,-0.65870057,-0.306266777,-0.467411923,-0.35463421,Prostaglandin E synthase 2 (EC 5.3.99.3) (GATE-binding factor 1) (GBF-1) (Microsomal prostaglandin E synthase 2) (mPGES-2) [Cleaved into: Prostaglandin E synthase 2 truncated form],Ptges2 Gbf1 Pges2,"TISSUE SPECIFICITY: Widely expressed. Expressed in brain, heart, liver, colon and lung. {ECO:0000269|PubMed:12050152, ECO:0000269|PubMed:12835322, ECO:0000269|PubMed:19010439}."
Q8BWP8,0.004132473,0.225675353,0.14154425,1.567522695,-0.230576301,0.939581886,0.675788735,0.881032695,0.306004396,0.347779241,"Beta-1,4-glucuronyltransferase 1 (EC 2.4.1.-) (I-beta-1,3-N-acetylglucosaminyltransferase) (iGnT) (N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase) (Poly-N-acetyllactosamine extension enzyme) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1)",B4gat1 B3gnt1 B3gnt6,
Q8BWQ6,-0.325846982,-0.049983926,-0.428926723,0.322494801,-0.814063969,-0.339331744,-0.538357178,-0.178992811,0.133007665,-0.160669958,VPS35 endosomal protein-sorting factor-like,Vps35l,
Q8BWR2,0.957979338,1.313125007,0.989708132,0.991747019,0.576120399,0.812471898,2.058437457,NA,1.257064202,-0.055308821,PITH domain-containing protein 1,Pithd1 Trp26,
Q8BWR4,-0.769615916,-0.768117985,-0.520780507,-1.410744618,-0.201705466,-0.440425585,-0.957948654,-1.132412761,-0.252672669,-0.333826431,Ubiquitin carboxyl-terminal hydrolase 40 (EC 3.4.19.12) (Deubiquitinating enzyme 40) (Ubiquitin thioesterase 40) (Ubiquitin-specific-processing protease 40),Usp40,TISSUE SPECIFICITY: Expressed in podocytes. {ECO:0000269|PubMed:35605301}.
Q8BWS5,0.520222963,0.435297146,0.195607777,0.355110788,0.638671465,0.344457403,0.081229569,0.460447148,0.685798113,0.369399576,G protein-regulated inducer of neurite outgrowth 3 (GRIN3),Gprin3 Kiaa2027,
Q8BWT1,-0.428702647,-0.309898823,-0.759020441,-0.454827937,-0.48323435,-0.071260623,-0.338958502,-0.536295672,-0.422150396,-0.350274942,"3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acetyltransferase) (EC 2.3.1.9) (Acetyl-CoA acyltransferase) (Acyl-CoA hydrolase, mitochondrial) (EC 3.1.2.-, EC 3.1.2.1, EC 3.1.2.2) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase)",Acaa2,
Q8BWT5,-0.446095433,-0.171168636,-0.429319868,-0.278577099,-0.479192171,-0.249066212,-0.280082959,-0.663004251,-0.522666711,-0.605126439,Disco-interacting protein 2 homolog A (DIP2 homolog A) (EC 6.2.1.1),Dip2a Dip2 Kiaa0184,"TISSUE SPECIFICITY: Detected in heart, liver, spleen, lung, kidney and brain with highest levels in brain (at protein level) (PubMed:30672040). In adult cortex, preferentially expressed in excitatory neurons (PubMed:31600191). Broadly expressed in neuronal, reproductive and vascular tissues as well as in heart, kidney, liver and lung with expression detected in neurons, mesenchyme, endothelium, smooth muscle cells and cardiomyocytes (PubMed:26605542). Expressed in ectoderm-derived tissues in the developing embryo (PubMed:26605542). Expressed in the developing nervous system (PubMed:12137943). {ECO:0000269|PubMed:12137943, ECO:0000269|PubMed:26605542, ECO:0000269|PubMed:30672040, ECO:0000269|PubMed:31600191}."
Q8BWU3,-1.471969275,-1.404329189,0.661175534,NA,0.985724121,1.045593382,NA,0.374136632,-1.554519336,-1.385421593,Protein FAM131A,Fam131a,
Q8BWU5,3.734393435,4.294385383,3.24793469,NA,2.574015695,1.091452337,4.269330929,3.528912887,3.721218922,3.765112727,tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (O-sialoglycoprotein endopeptidase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein Osgep) (tRNA threonylcarbamoyladenosine biosynthesis protein Osgep),Osgep,"TISSUE SPECIFICITY: Widely expressed at low level. Expressed at intermediate level in lung. Weakly expressed in testis, skeletal muscle, kidney, liver, spleen, brain and heart. {ECO:0000269|PubMed:12200116}."
Q8BWW4,-0.03002735,0.196588273,-0.02880273,-0.329389688,-0.113567935,0.124329749,0.00552966,-0.288342052,0.003330182,0.183580073,La-related protein 4 (La ribonucleoprotein domain family member 4),Larp4,
Q8BWY3,-0.593574709,-0.82105844,-0.8294163,-1.355231348,-0.753729592,-0.44147062,-1.468644591,-0.71173507,-0.696425795,-0.52625552,Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1),Etf1,
