accession,protein_name,gene_name,tissue_specificity,Cerebellum,Midbrain,Thalamus,Lateral habenula,Hippocampus,Dentate gyrus,Basic cell groups and regions (grey),Lateral septal nucleus,Caudoputamen,Neocortex
Q9QYI3,DnaJ homolog subfamily C member 7 (Cytoplasmic CAR retention protein) (CCRP) (MDj11) (Tetratricopeptide repeat protein 2) (TPR repeat protein 2),Dnajc7 Ttc2,"TISSUE SPECIFICITY: Widely expressed with high levels in liver, skeletal muscle, kidney and testis. {ECO:0000269|PubMed:14573755}.",-0.718613694,-0.862012744,-0.678201558,0.254300575,-0.411641179,-0.871540582,-0.949362555,-1.206016865,-0.722849612,-0.667008786
Q9QYI4,DnaJ homolog subfamily B member 12 (mDj10),Dnajb12,,0.927756638,0.666463782,0.808841612,0.385054051,1.347127584,1.087192118,1.180845442,0.985829745,0.755824313,0.937836756
Q9QYI5,DnaJ homolog subfamily B member 2 (DnaJ homolog subfamily B member 10) (mDj8),Dnajb2 Dnajb10,,1.056320281,1.134241458,0.757141964,0.71083241,1.058260554,0.86473852,1.128730563,0.828702007,1.213398738,1.207226228
Q9QYI6,DnaJ homolog subfamily B member 9 (Endoplasmic reticulum DNA J domain-containing protein 4) (ER-resident protein ERdj4) (ERdj4) (mDj7),Dnajb9,,-1.617255064,-1.584059594,-1.984625827,-2.445633892,-1.872783459,-2.276707315,-1.537444479,-1.692220974,-1.840442866,-1.871766524
Q9QYJ0,DnaJ homolog subfamily A member 2 (mDj3),Dnaja2,,0.420022313,0.232957229,0.17627342,-0.875501065,0.053154718,-0.005390351,0.140960244,-0.307183313,0.014631344,0.025355731
Q9QYJ3,DnaJ homolog subfamily B member 1 (Heat shock 40 kDa protein 1) (HSP40) (Heat shock protein 40),Dnajb1 Hsp40 Hspf1,,-0.069225964,0.071030716,-0.812771114,0.334454141,-0.447896753,0.151601883,-0.559812087,-0.108938541,-0.299330155,-0.116263906
Q9QYK5,Heparan-sulfate 6-O-sulfotransferase 1 (HS6ST-1) (mHS6ST-1) (EC 2.8.2.-),Hs6st1,TISSUE SPECIFICITY: Expressed in fetal brain and liver. {ECO:0000269|PubMed:10644753}.,-0.548297086,-0.842890997,-1.783822907,-1.138569558,-0.622098699,-1.204918064,-1.764787244,NA,-1.321810952,-0.97947092
Q9QYK7,RING finger protein 11 (NEDD4 WW domain-binding protein 2) (Sid 1669),Rnf11 N4wbp2 Sid1669,,-0.695245475,-0.396732949,-0.269038431,-0.938471867,0.063244071,-0.32470453,-0.534667533,-0.059429329,-0.396520705,-0.571335573
Q9QYK9,Calcium/calmodulin-dependent protein kinase type 1B (EC 2.7.11.17) (CaM kinase I beta) (CaM kinase IB) (CaM-KI beta) (CaMKI-beta) (Pregnancy up-regulated non-ubiquitously-expressed CaM kinase homolog),Pnck,"TISSUE SPECIFICITY: Expressed at highest levels in adult brain, and expressed in embryo. In the adult brain detected at high levels in the anterior olfactory nuclei, piriform cortex, septal nuclei, bed nuclei of the stria terminalis, hippocampal pyramidal cells, dentate granule cells, amygdala, hypothalamic nuclei, parabrachial nucleus, and nucleus of the solitary tract. Expressed at lower levels in adult ovary and heart and at very low levels in testis, lung and muscle. {ECO:0000269|PubMed:10537072, ECO:0000269|PubMed:10673339}.",-1.815674702,-1.259336867,-1.411085132,-2.113077733,-1.429970408,-1.787411055,-2.042546998,-1.837673002,-2.050900391,-1.715832382
Q9QYL7,Activator of basal transcription 1,Abt1,TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:10648625}.,1.329269744,1.327645743,1.457109053,1.072792768,1.561170738,1.252055856,1.515552993,0.642152905,1.843733893,1.94181112
Q9QYM5,Rho-related GTP-binding protein RhoN (Rho family GTPase 2) (Rho-related GTP-binding protein Rho7) (Rnd2),Rnd2 Arhn Rho7 Rhon,TISSUE SPECIFICITY: Expressed specifically in neurons in the brain and spinal cord and also in hepatic stellate cells. {ECO:0000269|PubMed:10101234}.,-0.231058432,-0.479794295,-1.030607729,-1.511250169,-1.257379702,-0.872262992,-1.463655606,-0.737296702,-0.529476698,-0.489137865
Q9QYM9,Tomoregulin-2 (TR-2) (Transmembrane protein with EGF-like and two follistatin-like domains),Tmeff2 MNCb-1026,"TISSUE SPECIFICITY: Widely expressed in the brain. In the olfactory bulb expressed in mitral cell, granule, and glomerular layers. In the hippocampus expressed in hippocampal cornu ammonis, pyramidal layer, dentate gyrus, and substantia nigra pars compacta. {ECO:0000269|PubMed:10903839}.",0.563726806,1.772671491,1.403688226,2.202578622,2.052125462,2.210315427,1.31259105,0.982249653,1.659816404,1.838490291
Q9QYP6,5-azacytidine-induced protein 2 (NF-kappa-B-activating kinase-associated protein 1) (Nak-associated protein 1) (Nap1),Azi2 Az2 Nap1 Tbkp2,"TISSUE SPECIFICITY: Testis, ovary, heart, lung, kidney and brain. Expressed mainly in the spermatocytes or spermatids in the testis. {ECO:0000269|PubMed:10580148}.",-1.623517719,-0.297716952,-1.095265,-0.069783839,-0.934370032,-0.11754205,-0.662232118,-0.504532624,-1.23945724,-1.946143004
Q9QYR6,Microtubule-associated protein 1A (MAP-1A) [Cleaved into: MAP1A heavy chain; MAP1 light chain LC2],Map1a Mtap1 Mtap1a,"TISSUE SPECIFICITY: Both isoforms highly expressed in brain, and to a lesser extent in embryo. Isoform 1 is also expressed at a low level in other tissues including heart and muscle. {ECO:0000269|PubMed:11311937}.",0.80196659,0.859330487,0.967086276,0.11881844,1.000462927,0.745347899,1.284775083,0.521684949,1.063785878,1.059964252
Q9QYR7,Acyl-coenzyme A thioesterase 3 (Acyl-CoA thioesterase 3) (EC 3.1.2.2) (PTE-Ia) (Peroxisomal acyl-coenzyme A thioester hydrolase 2a) (Peroxisomal long-chain acyl-CoA thioesterase 2),Acot3 Pte1a Pte2 Pte2a,"TISSUE SPECIFICITY: Widely expressed. Highly expressed in the kidney, expressed at low level in the liver. Isoform 2 is expressed in the kidney, but not in the liver. Isoform 1 is liver-specific (PubMed:10567408). Highly expressed in kidney (at protein level) (PubMed:15007068). {ECO:0000269|PubMed:10567408, ECO:0000269|PubMed:15007068}.",0.363643251,0.531143773,0.345189773,-0.203124409,0.492426203,0.13307949,-0.138349669,-0.128830483,0.787365173,0.682290631
Q9QYR9,"Acyl-coenzyme A thioesterase 2, mitochondrial (Acyl-CoA thioesterase 2) (EC 3.1.2.2) (Acyl coenzyme A thioester hydrolase) (MTE-I) (Very-long-chain acyl-CoA thioesterase)",Acot2 Mte1,"TISSUE SPECIFICITY: Highly expressed in brown and white adipose tissue, muscle, heart, kidney, lung, adrenal gland and spleen; weakly expressed in intestine, testis and brain. {ECO:0000269|PubMed:10567408, ECO:0000269|PubMed:11330065}.",-0.481893372,-0.727580892,-0.466251859,-1.092647685,-0.882652364,-0.84530755,-1.052565498,-1.313153477,-1.150359187,-0.755417962
Q9QYS2,Metabotropic glutamate receptor 3 (mGluR3),Grm3 Gprc1c Mglur3,,0.427550708,0.42654396,0.483276717,1.070097834,0.699429276,0.476382219,0.339996242,0.382462314,0.667186733,1.040046562
Q9QYS9,KH domain-containing RNA-binding protein QKI (Protein quaking) (MqkI),Qki Qk Qk1,"TISSUE SPECIFICITY: Highly expressed in myelin-forming cells. Expressed in oligodendrocytes and astrocytes in the central nervous system as well as Schwann cells in the peripheral nervous system. Also expressed in the yolk sac endoderm, adjacent to the mesodermal site of developing blood islands, where the differentiation of blood and endothelial cells first occurs (at protein level). Expressed in brain, lung, heart and testis. {ECO:0000269|PubMed:8589716, ECO:0000269|PubMed:8987822, ECO:0000269|PubMed:9778149}.",0.239456854,0.164210543,0.24208371,-1.345466967,-0.071588345,-0.166106418,0.023898762,-0.053119059,0.221711265,0.340242533
Q9QYT7,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q (MGpi1p) (N-acetylglucosamyl transferase component GPI1) (Phosphatidylinositol-glycan biosynthesis class Q protein) (PIG-Q),Pigq Gpi1h Mgpi1,,0.666580233,0.306789343,0.145916357,-0.614476711,-0.058316177,-0.137336761,-0.293223079,-0.874363084,0.419506563,0.472715202
Q9QYX7,Protein piccolo (Aczonin) (Brain-derived HLMN protein) (Multidomain presynaptic cytomatrix protein),Pclo Acz,"TISSUE SPECIFICITY: Highly expressed in brain. Moderately expressed in pituitary gland and pancreatic islets. Low levels found in stomach. {ECO:0000269|PubMed:10508862, ECO:0000269|PubMed:12401793, ECO:0000269|PubMed:19812333}.",0.270665702,0.040942281,0.070881904,-0.232732271,0.185334591,0.084932758,-0.219029401,0.116935463,0.247905463,0.383134822
Q9QYY0,GRB2-associated-binding protein 1 (GRB2-associated binder 1) (Growth factor receptor bound protein 2-associated protein 1),Gab1,"TISSUE SPECIFICITY: Expressed in the inner ear (at protein level) (PubMed:29408807). Expression is detected in the cochlear duct, spiral limbus region, efferent and afferent nerves, and in spiral ganglion neurons (at protein level) (PubMed:29408807). {ECO:0000269|PubMed:29408807}.",0.104514371,0.168369244,0.017541505,1.89484676,-0.224819438,0.007286101,0.021823306,0.450416084,0.045981567,-0.223621982
Q9QYY8,Spastin (EC 5.6.1.1),Spast Kiaa1083 Spg4,"TISSUE SPECIFICITY: Expressed in brain, heart, liver, lung, skeletal muscle, spinal cord, spleen and testis. {ECO:0000269|PubMed:10610178, ECO:0000269|PubMed:16026783}.",-0.913238864,-0.771673104,-1.20537075,-0.466172073,-0.959690585,-1.10534781,-0.351676358,-1.253020069,-0.605392336,-0.761645358
Q9QZ03,Zinc transporter ZIP1 (Solute carrier family 39 member 1) (Zinc-iron-regulated transporter-like) (Zrt- and Irt-like protein 1) (ZIP-1) (mZIP1),Slc39a1 Zip1 Zirtl,"TISSUE SPECIFICITY: Ubiquitous, except in the pancreas (PubMed:10610721, PubMed:14525987). Highest levels seen in kidney, salivary gland and placenta. {ECO:0000269|PubMed:10610721, ECO:0000269|PubMed:14525987}.",-1.814214016,-1.50097884,-1.71441951,-1.458051648,-1.700274187,-1.295564583,-2.191788733,-2.625218476,-1.667954731,-1.853712166
Q9QZ06,Toll-interacting protein,Tollip,"TISSUE SPECIFICITY: Detected in heart, brain, spleen, lung, liver, skeletal muscle, kidney, thymus, pancreas and testis.",0.278539745,0.461943034,0.3043327,0.761035633,0.419211467,0.605034513,0.940916541,0.72779757,0.471109754,0.244125402
Q9QZ08,N-acetyl-D-glucosamine kinase (N-acetylglucosamine kinase) (EC 2.7.1.59) (GlcNAc kinase) (Muramyl dipeptide kinase) (EC 2.7.1.-) (N-acetyl-D-mannosamine kinase) (EC 2.7.1.60),Nagk Gnk,TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:10824116}.,0.026344036,0.955116437,0.372061778,0.346857008,0.278573111,0.219864395,0.700107647,0.369934678,0.766303077,-0.170778974
Q9QZ23,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (HIRA-interacting protein 5) (mHIRIP5)",Nfu1 Hirip5,,-0.26046401,-0.609324041,-0.244537042,-0.045904392,-0.481392198,0.006556203,-0.71670485,-0.063260296,-0.019337426,0.418323959
Q9QZ49,UBX domain-containing protein 8 (Reproduction 8 protein) (Rep-8 protein) (UBX domain-containing protein 6),Ubxn8 D0H8S2298E Rep8 Ubxd6,"TISSUE SPECIFICITY: Highly expressed in gonads. In testis, expressed in post-meiotic round spermatids, while in ovaries it is expressed in granulosa cells. {ECO:0000269|PubMed:21949850}.",-0.722615717,-0.719057711,-1.281894438,-0.398785345,-1.151951774,-1.001904353,-2.137366964,-1.782424714,-0.948865247,-1.196565275
Q9QZ67,Protein phosphatase 1D (EC 3.1.3.16) (Protein phosphatase 2C isoform delta) (PP2C-delta) (Protein phosphatase magnesium-dependent 1 delta) (p53-induced protein phosphatase 1),Ppm1d Wip1,TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:10756097}.,-0.703836153,-0.710942925,-0.785292851,-0.054346198,-1.096467174,-0.9501622,0.126126743,-0.542776209,-0.934584869,-1.091296155
Q9QZ73,DCN1-like protein 1 (DCNL1) (DCUN1 domain-containing protein 1) (Defective in cullin neddylation protein 1-like protein 1) (Squamous cell carcinoma-related oncogene) (Testis-specific protein 3),Dcun1d1 Dcun1l1 Rp42 SCCRO Tes3,"TISSUE SPECIFICITY: Highly expressed in testis (PubMed:10777668, PubMed:10831844, PubMed:26792857). Also expressed in brain, heart, liver, skeletal muscle and kidney (PubMed:10777668, PubMed:10831844). In brain, preferentially expressed in the telencephalon ventricular and subventricular zones, albeit at low levels (PubMed:10777668). In adult testis, expressed in cells above seminiferous tubules, but only weakly in spermatogonia (PubMed:10831844). {ECO:0000269|PubMed:10777668, ECO:0000269|PubMed:10831844, ECO:0000269|PubMed:26792857}.",-0.942169489,-0.472986392,-0.292639956,-0.505201974,-0.926693362,-1.113080693,0.016955223,-1.39589286,-0.905679934,-0.952572765
Q9QZ88,Vacuolar protein sorting-associated protein 29 (Vesicle protein sorting 29),Vps29,,0.111016833,0.196788467,-0.670398177,-0.002991224,-0.135930593,0.442819392,0.513025016,0.483392364,-0.100030958,0.123892896
Q9QZB0,Regulator of G-protein signaling 17 (RGS17) (Regulator of Gz-selective protein signaling 2),Rgs17 Rgsz2,"TISSUE SPECIFICITY: Detected in brain (at protein level) (PubMed:15827571, PubMed:16900103). Highly expressed in the hypothalamus, periaqueductal gray matter, and pons-medulla. Lower levels in the thalamus, cortex and spinal cord. Weak expression in the striatum and cerebellum. {ECO:0000269|PubMed:15827571, ECO:0000269|PubMed:16900103}.",0.612749657,0.707714754,0.894146238,0.506355736,0.125908071,0.401605687,1.122097311,0.558746738,0.666126101,0.773767974
Q9QZB1,Regulator of G-protein signaling 20 (RGS20) (Regulator of G-protein signaling Z1),Rgs20 Rgsz1,,-0.506644323,-0.643426457,0.162635097,0.528387527,-0.308327304,-0.373667414,0.181840397,0.270158325,0.343502519,-0.085302788
Q9QZB7,Actin-related protein 10 (Actin-related protein 11),Actr10 Act11 Actr11 Arp10 Arp11,,-1.442512068,-0.529415883,-0.701392907,-0.446722291,-0.519995487,0.055089663,-0.437895296,-0.250334087,-0.306792629,-1.321014669
Q9QZB9,Dynactin subunit 5 (Dynactin subunit p25),Dctn5,,0.311329653,0.556367124,0.122540027,0.312777819,0.117424335,0.569903109,-0.518055504,0.139683109,-0.290250683,-0.043644687
Q9QZC1,Short transient receptor potential channel 3 (TrpC3) (Receptor-activated cation channel TRP3) (Transient receptor protein 3) (TRP-3) (mTrp3) (Trp-related protein 3),Trpc3 Trp3 Trrp3,"TISSUE SPECIFICITY: Abundantly expressed in brain. Concentrated in cerebellar Purkinje cells and sparsely localized in cerebellar granule lyer, pontine nuclei and thalamus. Lower levels detected in other tissues. {ECO:0000269|PubMed:9512398}.",-0.311736513,-0.514612535,0.074203534,-1.007206913,-0.410442394,-0.2334025,0.140810422,1.486763402,-0.378520747,-0.595164431
Q9QZC2,Plexin-C1 (Virus-encoded semaphorin protein receptor) (CD antigen CD232),Plxnc1 Vespr,"TISSUE SPECIFICITY: Detected on dendritic cells, skin Langerhans cells and neutrophils (at protein level). {ECO:0000269|PubMed:15611227}.",-0.686603545,-0.827626604,-0.444983426,-0.194420009,-0.016038912,-0.161625746,-0.31046885,-0.353237695,-0.534295169,-0.639609618
Q9QZC7,Pleckstrin homology domain-containing family B member 2 (PH domain-containing family B member 2) (Evectin-2),Plekhb2 Evt2,"TISSUE SPECIFICITY: Highly expressed in brain, retina, heart and kidney. Detected at lower levels in lung, muscle and nerve. {ECO:0000269|PubMed:10200314}.",0.933066611,0.972809302,0.993341379,0.439864003,0.835791286,0.428156128,0.29116485,0.216306326,0.951748012,1.080392654
Q9QZC8,Protein ABHD1 (EC 3.1.1.-) (Alpha/beta hydrolase domain-containing protein 1) (Abhydrolase domain-containing protein 1) (Lung alpha/beta hydrolase 1) (MmLABH1),Abhd1 Labh1,TISSUE SPECIFICITY: Widely expressed with higher expression in liver. {ECO:0000269|PubMed:11922611}.,0.802041246,0.505992047,0.183030318,0.169131234,0.016618891,-0.000635141,0.526033095,-0.12916539,0.586969268,0.67677226
Q9QZD4,DNA repair endonuclease XPF (EC 3.1.-.-) (DNA excision repair protein ERCC-4),Ercc4 Xpf,,0.226387666,0.07202046,0.005821339,0.061224504,0.509453476,0.18052564,0.218028766,-0.183285733,0.085994344,0.110367996
Q9QZD8,Mitochondrial dicarboxylate carrier (DIC) (Solute carrier family 25 member 10),Slc25a10 Dic,"TISSUE SPECIFICITY: Expressed at very high levels in white adipose tissue (PubMed:10567211, PubMed:33746082). And at low levels in brown adipose tissue, kidney and liver (PubMed:10567211). {ECO:0000269|PubMed:10567211, ECO:0000269|PubMed:33746082}.",-0.085779055,-0.026232673,-0.379705367,-0.679540926,0.006882128,-0.244044863,-0.536185725,-0.24989939,-0.360934124,-0.001662009
Q9QZD9,Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36),Eif3i Eif3s2 Trip1,,0.181880453,0.371397895,-0.003813493,0.342895191,0.264863066,0.080673317,0.533865048,0.508106149,-0.092581725,0.12558649
Q9QZE5,Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP),Copg1 Copg,,0.125053679,0.27684145,-0.046038282,-1.183909085,0.191690415,0.136506894,0.151511195,0.042881029,0.277868632,-0.072986095
Q9QZE7,Translin-associated protein X (Translin-associated factor X),Tsnax Trax,"TISSUE SPECIFICITY: Detected in heart, brain, lung, liver, kidney and testis. {ECO:0000269|PubMed:10790540}.",-0.513365889,0.012436888,0.074386957,0.193650701,-0.188608742,0.205573361,0.234138259,-0.272959305,-0.446262129,-0.357771228
Q9QZF2,Glypican-1 [Cleaved into: Secreted glypican-1],Gpc1,,0.03519025,0.163117271,-0.138779243,-0.103347533,0.142064338,0.186462787,-0.216422907,0.290499506,-0.160159845,0.03862378
Q9QZH3,Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin E) (Cyclophilin-33) (Rotamase E),Ppie Cyp33,,-0.998851952,-1.657103576,-1.906412818,0.375731555,-1.533750551,-0.355712119,-0.016196318,-0.901843222,-1.028537102,-0.911006726
Q9QZH6,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial (Protein SITPEC)",Ecsit Sitpec,"TISSUE SPECIFICITY: Detected in heart, brain, lung, liver, skeletal muscle, kidney and testis. Detected in embryonic mesoderm and epiblast, and in extraembryonic ectoderm. {ECO:0000269|PubMed:10465784, ECO:0000269|PubMed:14633973}.",0.405376734,0.179324716,0.453782443,0.581024203,0.751120728,0.528008434,0.279383806,0.470324092,0.589234297,0.227790463
Q9QZI8,Serine incorporator 1 (Axotomy-induced glyco/Golgi protein 2) (Membrane protein TMS-2) (Tumor differentially expressed protein 1-like) (Tumor differentially expressed protein 2),Serinc1 Aigp2 Tde1l Tde2 Tms2,"TISSUE SPECIFICITY: Highly expressed in the neuronal populations such as Purkinje cells in the cerebellum, brainstem and spinal motor neurons, locus coeruleus and raphe nuclei.",-0.090896964,-0.002894342,-0.370039349,-0.381957361,-0.074717082,0.024462379,-0.714774806,-0.319552047,-0.018815713,-0.09512215
Q9QZL6,Ubiquitin carboxyl-terminal hydrolase 21 (EC 3.4.19.12) (Deubiquitinating enzyme 21) (Ubiquitin thioesterase 21) (Ubiquitin-specific-processing protease 21),Usp21 Usp23,,-1.52961761,-1.725260246,-1.615215152,-1.761335869,-1.422823771,-1.799742732,-0.967889035,-1.888531593,-1.352055928,-1.611395688
Q9QZM0,Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2) (PLIC-2) (Ubiquitin-like product Chap1/Dsk2),Ubqln2 Plic2,TISSUE SPECIFICITY: Highly expressed in smooth muscle. Expression in other tissues is very low. {ECO:0000269|PubMed:10549293}.,-0.612134304,-0.667715056,-0.582479006,-0.52914844,-0.699198431,-0.618353517,-0.324859032,-0.919467524,-0.690148999,-0.307549498
Q9QZN4,F-box only protein 6 (F-box only protein 6b) (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2),Fbxo6 Fbs2 Fbxo6b,"TISSUE SPECIFICITY: Present in liver and kidney (at protein level). Widely expressed. {ECO:0000269|PubMed:12939278, ECO:0000269|PubMed:18203720}.",0.492021092,0.812932132,0.389882214,-0.480560824,0.475130624,0.113074321,0.167389589,0.075821098,0.628786598,0.612052708
Q9QZQ1,Afadin (Afadin adherens junction formation factor) (Protein Af-6),Afdn Af6 Mllt4,TISSUE SPECIFICITY: Isoform 1 is expressed only in a restricted set of epithelial structures during early embryogenesis. {ECO:0000269|PubMed:10477764}.,-0.213876854,-0.218270496,-0.137761791,-1.28852731,-0.131987743,-0.367540267,-0.138759848,-0.245931602,-0.156980451,-0.137977381
Q9QZQ8,Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (H2A.y) (H2A/y),Macroh2a1 H2afy,"TISSUE SPECIFICITY: Widely expressed, with high levels in testis. Present in liver, kidney and adrenal gland (at protein level). In the liver, present in hepatocytes and at a lesser extent in cells of the bile ducts. In the kidney, expressed in proximal and distal convoluted tubules and in straight proximal tubules. In the adrenal gland, present in inner cells of the cortex and medulla. {ECO:0000269|PubMed:10471737, ECO:0000269|PubMed:11262398}.",0.855372578,0.25413046,0.245037313,0.310941204,0.443476121,0.364237714,0.357714301,0.287238013,0.380466699,0.354674355
Q9QZS3,Protein numb homolog (m-Nb) (m-Numb),Numb,TISSUE SPECIFICITY: Expressed in subventricular zone (SVZ) neuroprogenitors and ependymal cells. {ECO:0000269|PubMed:17174898}.,-0.168491517,-0.337041779,-0.636689339,-0.170327996,-0.392169022,-0.12694106,-0.960211723,-0.652030891,-0.61205584,-0.419314367
Q9QZS8,SH2 domain-containing protein 3C (Cas/HEF1-associated signal transducer) (SH2 domain-containing Eph receptor-binding protein 1),Sh2d3c Chat Shep1,"TISSUE SPECIFICITY: Expressed in the olfactory bulb and olfactory sensory neurons (at protein level) (PubMed:20881139). Expressed in B cells (at protein level) (PubMed:20505138, PubMed:20956287). Expressed in T lymphocytes (PubMed:17174122). {ECO:0000269|PubMed:17174122, ECO:0000269|PubMed:20505138, ECO:0000269|PubMed:20881139, ECO:0000269|PubMed:20956287}.; TISSUE SPECIFICITY: [Isoform 1]: Expressed in hematopoietic cells from spleen, lymph node and thymus (at protein level) (PubMed:10542222, PubMed:10692442, PubMed:12486027). Expressed weakly in the lung (at protein level) (PubMed:10692442). {ECO:0000269|PubMed:10542222, ECO:0000269|PubMed:10692442, ECO:0000269|PubMed:12486027}.; TISSUE SPECIFICITY: [Isoform 2]: Expressed in the brain, lung, kidney, and weakly expressed in the liver and lung (at protein level). {ECO:0000269|PubMed:10692442}.",0.148786148,0.098784438,-0.531724426,1.437444307,0.280437533,0.360967267,0.851186313,1.408934782,0.199178618,0.07816775
Q9QZW0,Phospholipid-transporting ATPase 11C (EC 7.6.2.1) (ATPase class VI type 11C) (P4-ATPase flippase complex alpha subunit ATP11C),Atp11c,"TISSUE SPECIFICITY: Widely expressed. Expressed in retina, brain, liver and testes (at protein level) (PubMed:30018401). Expressed in lung, bone marrow, lymph nodes, prostate, ovary and uterus (PubMed:24904167). Expressed in fetus (PubMed:24904167). {ECO:0000269|PubMed:24904167, ECO:0000269|PubMed:30018401}.",-0.972219609,-1.375194467,-1.336866424,-1.318619768,-0.928471014,-1.051504211,-1.088790983,-1.121005576,-1.026796684,-1.01048622
Q9QZX7,Serine racemase (EC 5.1.1.18) (D-serine ammonia-lyase) (D-serine dehydratase) (EC 4.3.1.18) (L-serine ammonia-lyase) (L-serine dehydratase) (EC 4.3.1.17),Srr,"TISSUE SPECIFICITY: Expressed in the hippocampus (at protein level) (Ref.6). Expressed in the small intestine (PubMed:35915065). {ECO:0000269|PubMed:35915065, ECO:0000269|Ref.6}.",0.097470201,0.15502109,-0.118122027,-0.133146956,-0.094502165,-0.405377638,0.069961394,0.014695582,0.336973906,0.473474468
Q9QZZ4,Unconventional myosin-XV (Unconventional myosin-15),Myo15a Myo15,"TISSUE SPECIFICITY: In the developing inner ear, expressed in cochlea and vestibular apparatus. Expression appears to be restricted to cochlear neurosensory cells and upper epithelial layer of macula saccula. Also expressed in macula utriculi and cristae ampullaris of the semicircular canals. In adult cochlear hair cells, highest expression in stereocilia and apical body. {ECO:0000269|PubMed:10552926}.",0.151564439,0.292571471,0.249421372,-0.41190164,0.084891966,-0.327276347,0.388377751,NA,-0.169628318,-0.252567959
Q9R020,"Zinc finger Ran-binding domain-containing protein 2 (Zinc finger protein 265) (Zinc finger, splicing)",Zranb2 Zfp265 Zis Znf265,,0.133513722,0.196518103,-0.130820516,0.882375378,0.294058025,0.007485113,-0.279217783,-0.259312187,-0.064367353,-0.198960982
Q9R049,E3 ubiquitin-protein ligase AMFR (EC 2.3.2.36) (Autocrine motility factor receptor) (AMF receptor) (RING-type E3 ubiquitin transferase AMFR),Amfr,"TISSUE SPECIFICITY: Expressed in heart, brain, liver, lung, skeletal muscle, kidney and testis. Not detected in spleen. {ECO:0000269|PubMed:10456327}.",-0.001798122,0.041071419,0.021122096,0.152253012,0.462537568,0.329642032,0.245062739,0.414415828,-0.269087266,0.087395541
Q9R062,Glycogenin-1 (GN-1) (GN1) (EC 2.4.1.186),Gyg1 Gyg,"TISSUE SPECIFICITY: Skeletal muscle, heart, to a lesser extent in kidney, lung and brain. {ECO:0000269|PubMed:10542328}.",-0.039429173,-0.339403725,-0.628380819,-0.997970771,-0.425095096,0.314068647,-1.876405227,-0.222042371,-0.075030279,0.161317428
Q9R069,Basal cell adhesion molecule (B-CAM cell surface glycoprotein) (Lutheran antigen) (CD antigen CD239),Bcam Gplu Lu,,-0.045877993,0.192801824,-0.241516646,-0.051344679,-0.309373449,-0.115063114,-0.224241858,-0.026495679,-0.18282902,-0.164619472
Q9R087,Glypican-6 [Cleaved into: Secreted glypican-6],Gpc6,"TISSUE SPECIFICITY: In the cartilage growth-plate, gradient of expression with highest levels from the proliferative and pre-hypertrophic zones to lowest, if any, in the hypertrophic zones (at protein level). {ECO:0000269|PubMed:19481194}.",-0.122737631,-0.254912565,-0.459519264,-1.213329815,-0.233749003,-0.463822392,-0.564997638,-0.259054674,0.077100457,0.094169226
Q9R099,Transducin beta-like protein 2,Tbl2,,-0.48708106,-0.191454837,-0.024692203,-0.112734372,0.022937584,0.002566115,-0.091831895,0.086921587,0.013984627,-0.002351938
Q9R0A0,Peroxisomal membrane protein PEX14 (PTS1 receptor-docking protein) (Peroxin-14) (Peroxisomal membrane anchor protein PEX14),Pex14,,0.376648891,0.385233868,0.208782462,0.408243163,0.519959379,-0.013204855,0.636650716,0.691021026,0.481184633,0.462251597
Q9R0A1,Chloride channel protein 2 (ClC-2),Clcn2 Clc2,"TISSUE SPECIFICITY: Expressed in the adrenal gland and brain. Expressed in intestinal epithelium (at protein level) (PubMed:16155254, PubMed:22079595). Expressed in salivary gland (at protein level) (PubMed:18801913). {ECO:0000269|PubMed:16155254, ECO:0000269|PubMed:18801913, ECO:0000269|PubMed:22079595}.",-0.063602857,-0.259874823,-0.301940923,-0.082284852,0.210438994,-0.115433035,-0.26969764,-0.408776168,-0.203687556,-0.097725686
Q9R0B6,Laminin subunit gamma-3 (Laminin-12 subunit gamma) (Laminin-14 subunit gamma) (Laminin-15 subunit gamma),Lamc3,TISSUE SPECIFICITY: Strongly expressed in capillaries and arterioles of kidney as well as in interstitial Leydig cells of testis.,0.858695238,0.573265519,0.239168486,-0.123951347,0.458737982,0.705194277,-0.631695445,-0.677766699,0.773223386,0.542413386
